churn;accountlength;internationalplan;voicemailplan;numbervmailmessages;totaldayminutes;totaldaycalls;totaldaycharge;totaleveminutes;totalevecalls;totalevecharge;totalnightminutes;totalnightcalls;totalnightcharge;totalintlminutes;totalintlcalls;totalintlcharge;numbercustomerservicecalls
No;114;no;yes;31;2228;98;3788;1805;105;1534;1513;101;681;130;4;351;0
No;63;no;yes;25;1900;137;323;1166;76;991;1415;110;637;122;2;329;1
Yes;130;no;no;0;2718;129;4621;2372;128;2016;2101;91;945;87;2;235;4
No;122;no;yes;29;1954;83;3322;2682;93;228;1680;95;756;84;6;227;3
No;166;no;no;0;1996;93;3393;2143;99;1822;1968;110;886;72;5;194;3
No;62;no;no;0;1000;98;170;1735;95;1475;2180;122;981;101;4;273;0
No;78;no;yes;21;1606;85;273;2231;79;1896;1240;92;558;95;1;257;2
No;148;no;yes;26;1587;91;2698;1605;127;1364;2183;88;982;99;3;267;1
Yes;154;no;no;0;1545;122;2627;2142;71;1821;1780;105;801;120;2;324;3
No;110;no;yes;34;1923;114;3269;1293;114;1099;1363;102;613;63;12;17;1
Yes;75;no;no;0;3051;106;5187;1880;115;1598;2354;116;1059;85;5;23;0
No;84;no;yes;38;1930;106;3281;1536;106;1306;2604;87;1172;74;5;20;2
No;113;no;no;0;725;88;1233;2040;112;1734;1179;118;531;66;3;178;1
No;181;no;yes;40;1052;61;1788;3413;79;2901;1657;97;746;63;3;17;2
No;51;no;no;0;1805;88;3069;1347;102;1145;1707;97;768;100;3;27;2
No;102;no;yes;29;2147;86;365;3143;109;2672;2802;110;1261;143;2;386;0
No;107;no;no;0;868;95;1476;1081;85;919;2043;87;919;132;3;356;1
Yes;88;no;no;0;1315;99;2236;1748;128;1486;1842;83;829;79;2;213;5
No;82;no;no;0;1354;102;2302;2371;122;2015;1183;91;532;175;4;473;0
No;204;no;no;0;1743;85;2963;2541;95;216;1764;96;794;59;3;159;6
No;130;no;no;0;2039;63;3466;1918;93;163;1325;125;596;121;4;327;3
No;174;no;no;0;2355;108;4004;1423;143;121;3167;131;1425;125;5;338;0
No;129;no;no;0;1570;113;2669;2569;97;2184;1855;126;835;121;2;327;2
No;190;yes;no;0;1119;55;1902;2230;124;1896;2432;81;1094;100;7;27;3
No;54;yes;no;0;2363;91;4017;1528;130;1299;1603;98;721;112;8;302;3
No;78;no;no;0;1636;88;2781;2834;93;2409;2621;108;1179;86;9;232;0
No;100;no;yes;29;2136;127;3631;1759;82;1495;2072;100;932;89;3;24;1
No;70;no;yes;30;1434;72;2438;1700;92;1445;1279;68;576;94;4;254;3
No;111;no;no;0;783;119;1331;1982;94;1685;2485;94;1118;121;4;327;1
No;117;no;no;0;971;98;1651;2280;131;1938;2400;111;108;106;3;286;1
No;68;no;no;0;941;93;160;1476;80;1255;2135;85;961;101;2;273;0
Yes;27;no;no;0;2263;95;3847;2743;109;2332;2427;119;1092;82;3;221;2
No;91;no;no;0;1338;61;2275;1588;96;135;1896;92;853;105;2;284;1
No;181;no;yes;27;1903;93;3235;2490;127;2117;2157;82;971;106;4;286;1
No;118;no;yes;36;2949;106;5013;1657;115;1408;1892;63;851;98;5;265;3
No;112;no;no;0;1854;114;3152;1914;119;1627;1440;78;648;100;11;27;2
No;93;no;no;0;1795;121;3052;1919;131;1631;1655;125;745;120;4;324;0
No;102;no;no;0;1580;94;2686;2079;100;1767;1904;120;857;101;10;273;0
No;93;no;no;0;1730;131;2941;1904;108;1618;2900;66;1305;104;2;281;0
No;107;no;yes;32;1342;101;2281;2119;145;1801;1676;138;754;82;5;221;1
No;100;no;yes;32;1252;123;2128;2309;101;1963;1920;106;864;126;9;34;3
No;115;no;no;0;1959;111;333;2270;108;193;3132;113;1409;132;1;356;2
No;63;no;yes;13;2142;61;3641;1812;88;154;1740;68;783;103;2;278;0
No;57;no;no;0;2211;101;3759;2367;65;2012;2523;137;1135;95;1;257;0
No;119;no;yes;26;1320;100;2244;1733;121;1473;2035;108;916;116;5;313;1
No;73;no;no;0;1576;92;2679;1983;87;1686;3649;106;1642;91;4;246;1
No;98;no;yes;30;1103;71;1875;1824;108;155;1838;88;827;110;8;297;2
No;139;yes;no;0;1615;121;2746;1929;137;164;1683;96;757;112;13;302;0
No;31;no;yes;28;1718;116;2921;2407;125;2046;2455;80;1105;106;7;286;1
No;129;no;yes;32;2110;99;3587;1551;89;1318;2348;96;1057;114;5;308;1
Yes;115;no;no;0;1393;89;2368;1923;95;1635;1510;75;68;93;3;251;7
Yes;108;no;no;0;2916;99;4957;2211;93;1879;2292;110;1031;140;9;378;2
No;139;no;no;0;1390;110;2363;1329;93;113;2720;120;1224;121;1;327;0
No;102;no;no;0;2348;125;3992;1992;99;1693;1632;88;734;100;1;27;4
No;149;no;no;0;1876;83;3189;2014;81;1712;2642;79;1189;88;1;238;1
No;113;no;no;0;1598;143;2717;2101;93;1786;1751;86;788;131;7;354;2
No;131;no;yes;33;1771;100;3011;1940;85;1649;2534;124;114;52;5;14;1
No;83;no;no;0;1179;101;2004;1604;92;1363;2353;150;1059;114;10;308;0
No;96;no;yes;21;2476;95;4209;2563;150;2179;1586;72;714;108;6;292;2
No;98;no;no;0;1699;77;2888;1383;155;1176;1426;105;642;85;7;23;1
No;3;no;no;0;1850;120;3145;2037;129;1731;1705;89;767;141;3;381;3
No;77;no;yes;17;2049;84;3483;2010;102;1709;2197;97;989;113;5;305;0
No;75;no;yes;24;2255;119;3834;1820;108;1547;2709;106;1219;94;2;254;3
Yes;40;no;no;0;1697;115;2885;1414;123;1202;2530;115;1139;105;3;284;4
No;108;no;no;0;2393;102;4068;2234;127;1899;2514;104;1131;106;6;286;0
Yes;100;no;no;0;1133;96;1926;1979;89;1682;2845;93;128;117;2;316;4
No;16;no;no;0;1619;100;2752;2301;138;1956;1488;78;67;102;11;275;3
No;115;no;yes;16;1333;110;2266;1857;111;1578;1615;113;727;56;4;151;2
No;108;no;yes;25;1707;88;2902;1099;113;934;1657;99;746;87;1;235;3
No;107;no;no;0;1897;76;3225;1561;65;1327;2440;91;1098;83;3;224;5
Yes;161;no;no;0;3223;100;5479;2304;135;1958;2415;104;1087;78;5;211;2
No;147;no;no;0;1244;74;2115;3209;78;2728;1572;126;707;104;4;281;2
No;107;no;no;0;1469;94;2497;1143;111;972;1145;97;515;114;5;308;3
No;120;no;no;0;1926;123;3274;2064;105;1754;2832;93;1274;108;3;292;1
No;107;no;yes;36;963;83;1637;1796;91;1527;1663;121;748;103;2;278;1
No;58;no;no;0;1319;96;2242;1676;107;1425;2059;106;927;147;5;397;3
No;91;no;no;0;1472;121;2502;1752;87;1489;1363;80;613;133;3;359;2
No;13;no;no;0;1431;139;2433;2396;88;2037;2217;123;998;71;5;192;2
No;104;no;no;0;2804;127;4767;1794;79;1525;1506;77;678;152;6;41;5
No;93;no;yes;31;2372;85;4032;2131;100;1811;1927;87;867;107;4;289;1
No;95;no;no;0;1842;95;3131;1816;101;1544;1434;113;645;128;4;346;2
No;104;no;no;0;1091;141;1855;1871;140;159;2166;100;975;100;4;27;3
Yes;35;no;no;0;1381;115;2348;1582;82;1345;2157;118;971;103;2;278;5
No;62;no;no;0;1868;94;3176;2076;92;1765;1950;98;878;88;4;238;3
No;143;no;no;0;1554;112;2642;2909;92;2473;2284;91;1028;139;5;375;1
No;62;no;no;0;2453;91;417;1229;130;1045;2284;102;1028;85;4;23;4
Yes;60;yes;no;0;2059;97;350;2774;117;2358;2020;139;909;110;2;297;0
No;41;no;no;0;2072;138;3522;2141;83;182;1930;105;869;119;4;321;1
No;34;no;yes;14;1515;100;2576;2487;126;2114;1998;120;899;107;5;289;2
Yes;56;no;no;0;2219;112;3772;2782;122;2365;2881;85;1296;71;5;192;0
No;183;no;no;0;1900;100;323;2466;78;2096;3042;107;1369;95;4;257;1
No;94;no;no;0;2208;111;3754;1562;67;1328;1879;89;846;105;4;284;2
No;73;no;yes;47;1737;117;2953;2040;114;1734;1746;94;786;63;3;17;2
No;123;no;no;0;1148;94;1952;1500;104;1275;2686;119;1209;96;4;259;2
No;64;no;no;0;1138;97;1935;1923;97;1635;2149;89;967;104;1;281;3
Yes;127;yes;no;0;1432;60;2434;1795;159;1526;1718;122;773;62;4;167;4
No;33;no;no;0;1844;111;3135;2038;110;1732;2374;100;1068;93;5;251;3
No;27;no;no;0;2274;67;3866;2480;115;2108;614;109;276;78;6;211;1
No;123;no;no;0;2240;99;3808;2107;80;1791;2319;75;1044;21;5;57;0
No;148;no;no;0;2162;95;3675;1857;105;1578;3000;143;135;100;5;27;2
No;81;no;no;0;1299;121;2208;2301;105;1956;1405;123;632;133;3;359;0
No;122;no;yes;30;2301;108;3912;2876;76;2445;1771;85;797;69;3;186;2
No;52;no;no;0;2044;97;3475;2732;128;2322;1796;118;808;110;5;297;1
No;91;no;yes;44;2166;101;3682;1731;98;1471;2421;95;1089;91;3;246;1
Yes;54;no;no;0;2475;85;4208;2254;93;1916;2443;132;1099;102;2;275;2
No;152;no;no;0;2281;93;3878;1364;106;1159;1973;107;888;90;2;243;1
Yes;201;no;no;0;2259;110;384;2991;86;2542;2513;81;1131;112;4;302;1
Yes;78;no;no;0;1035;115;176;1179;102;1002;2010;94;905;120;3;324;4
No;67;no;no;0;1155;70;1964;2522;143;2144;2089;91;94;75;6;203;0
No;100;no;no;0;2188;125;372;1483;102;1261;2778;97;125;97;6;262;1
No;41;no;no;0;2238;67;3805;2448;74;2081;2238;156;1007;123;5;332;3
No;133;no;no;0;1438;71;2445;1840;131;1564;2755;132;124;129;4;348;3
No;36;no;yes;43;299;123;508;1291;117;1097;3259;105;1467;86;6;232;2
No;51;no;yes;28;2767;121;4704;2037;99;1731;2462;88;1108;83;3;224;0
No;122;no;no;0;1414;128;2404;1464;70;1244;1230;75;554;81;4;219;0
No;84;no;yes;41;1539;102;2616;1407;117;1196;2177;101;98;128;5;346;1
No;91;no;no;0;1905;128;3239;2055;103;1747;1307;63;588;138;5;373;0
No;110;no;no;0;1926;102;3274;1789;118;1521;2146;74;966;94;4;254;1
No;91;yes;no;0;1518;115;2581;1036;116;881;1563;86;703;122;4;329;1
No;121;no;no;0;2156;74;3665;1929;98;164;1440;103;648;101;4;273;5
No;109;no;no;0;1800;100;306;2290;103;1947;1394;105;627;78;8;211;3
No;95;no;no;0;1573;116;2674;1975;77;1679;1282;111;577;84;4;227;2
No;72;no;no;0;1965;88;3341;1586;129;1348;2693;118;1212;68;3;184;0
No;73;no;no;0;2403;130;4085;1625;83;1381;2319;136;1044;119;3;321;0
No;108;no;no;0;1933;126;3286;1547;85;1315;1748;98;787;94;6;254;3
No;58;no;yes;39;2119;40;3602;2744;76;2332;2105;139;947;54;4;146;1
No;148;yes;no;0;2187;111;3718;1556;133;1323;2774;62;1248;82;5;221;1
Yes;76;yes;no;0;2468;110;4196;2063;63;1754;2084;123;938;132;5;356;0
Yes;103;no;no;0;1747;151;297;1480;56;1258;1682;109;757;158;3;427;6
Yes;87;no;no;0;2400;83;408;1341;106;114;1891;84;851;93;2;251;0
No;35;no;yes;37;1812;76;308;1776;98;151;2280;136;1026;50;3;135;2
No;88;no;no;0;1137;67;1933;1651;127;1403;1415;142;637;108;3;292;1
No;67;no;yes;41;1747;86;297;1606;93;1365;1553;108;699;134;1;362;0
No;77;no;yes;29;2111;89;3589;2235;97;190;1484;106;668;97;9;262;2
No;124;no;no;0;1693;108;2878;1786;91;1518;2423;82;109;122;3;329;1
No;30;no;no;0;2474;107;4206;1759;76;1495;2874;90;1293;113;2;305;0
No;53;no;yes;32;1312;63;223;2274;125;1933;1789;105;805;128;2;346;2
No;152;no;no;0;1614;84;2744;1636;88;1391;1532;121;689;118;5;319;1
No;100;yes;no;0;1072;98;1822;868;122;738;1562;117;703;97;4;262;1
No;59;no;yes;32;2119;120;3602;2029;136;1725;2135;95;961;88;5;238;1
No;143;no;no;0;1604;120;2727;2859;104;243;1825;85;821;69;4;186;3
No;142;no;yes;40;2307;101;3922;2568;88;2183;2639;92;1188;64;3;173;1
No;105;no;no;0;2326;96;3954;2534;117;2154;1540;101;693;105;9;284;1
Yes;111;no;no;0;2947;90;501;2946;72;2504;2601;121;117;108;3;292;1
No;143;no;no;0;1334;107;2268;2239;117;1903;1804;85;812;102;13;275;1
No;93;no;yes;22;3062;123;5205;1897;83;1612;2403;107;1081;117;2;316;0
No;79;no;no;0;2368;135;4026;1864;87;1584;1269;112;571;104;5;281;2
Yes;68;yes;yes;24;1257;92;2137;2759;98;2345;2145;108;965;142;6;383;3
No;93;yes;no;0;1684;114;2863;2760;127;2346;1962;48;883;114;3;308;1
No;103;no;no;0;709;134;1205;1345;112;1143;1688;164;76;120;6;324;2
No;144;no;yes;38;1050;86;1785;1218;123;1035;2215;122;997;37;4;10;0
No;93;no;no;0;1521;141;2586;2155;107;1832;2624;111;1181;120;7;324;1
No;149;yes;no;0;1809;79;3075;1949;83;1657;1978;109;89;88;9;238;3
No;23;no;yes;31;1566;84;2662;1615;96;1373;2946;107;1326;94;6;254;1
No;221;no;yes;24;1805;85;3069;2241;92;1905;2057;103;926;24;3;65;0
No;164;no;yes;30;2388;100;406;2300;121;1955;2063;66;928;132;8;356;1
No;104;no;yes;18;1821;66;3096;2136;65;1816;1930;108;869;134;9;362;2
No;150;no;yes;35;1396;72;2373;3328;170;2829;2138;105;962;88;2;238;2
No;184;no;yes;12;2003;76;3405;2536;105;2156;1493;93;672;102;5;275;0
No;88;no;no;0;1535;94;261;2517;118;2139;1822;99;82;85;6;23;1
No;61;yes;yes;29;1282;119;2179;1717;83;1459;2509;114;1129;117;6;316;3
No;110;no;no;0;1595;145;2712;2023;101;172;2560;96;1152;167;2;451;2
Yes;115;no;no;0;2264;101;3849;2768;60;2353;2134;82;96;123;4;332;3
No;33;no;no;0;2519;81;4282;1946;96;1654;2112;87;95;84;3;227;2
Yes;100;no;no;0;2645;117;4497;1940;111;1649;2627;111;1182;75;4;203;2
No;209;no;no;0;1537;105;2613;1886;87;1603;2008;95;904;107;2;289;0
No;27;no;no;0;2321;81;3946;2108;101;1792;1654;87;744;150;6;405;5
No;117;no;no;0;2019;86;3432;2123;96;1805;1769;98;796;78;10;211;1
No;87;no;no;0;1869;79;3177;1826;105;1552;1431;90;644;42;14;113;1
No;129;no;yes;27;1966;89;3342;1806;95;1535;2450;83;1103;66;5;178;1
No;142;no;no;0;2321;102;3946;1682;110;143;1973;120;888;99;3;267;1
No;112;no;no;0;1660;79;2822;746;100;634;2479;74;1116;63;7;17;0
No;75;no;yes;28;2006;96;341;1641;111;1395;1696;153;763;25;5;68;1
No;97;no;yes;25;1410;101;2397;2120;85;1802;1752;138;788;49;2;132;3
No;121;no;yes;34;2450;95;4165;2169;66;1844;1124;125;506;75;8;203;0
No;142;yes;no;0;1408;140;2394;2286;119;1943;1529;88;688;109;7;294;1
Yes;121;no;no;0;2551;93;4337;2669;97;2269;1977;118;89;88;3;238;3
No;87;no;yes;33;1250;99;2125;2353;81;200;2153;95;969;102;7;275;2
No;34;no;no;0;1806;65;307;2804;99;2383;2924;105;1316;50;3;135;1
Yes;177;yes;no;0;2487;118;4228;1723;73;1465;1919;87;864;113;2;305;1
No;58;no;yes;30;1781;111;3028;2367;109;2012;2640;118;1188;84;2;227;0
Yes;113;yes;no;0;1222;112;2077;1317;94;1119;1695;106;763;103;9;278;5
No;101;no;no;0;2313;87;3932;2247;88;191;2146;69;966;72;7;194;1
No;89;no;no;0;1112;101;189;1221;94;1038;1808;85;814;126;2;34;3
Yes;77;yes;yes;44;1032;117;1754;2363;86;2009;2035;101;916;119;2;321;0
Yes;146;no;no;0;1384;104;2353;1589;122;1351;474;73;213;39;9;105;4
No;93;no;no;0;1463;85;2487;2166;95;1841;2330;82;1049;115;3;311;0
No;160;no;no;0;2063;66;3507;2411;109;2049;2278;102;1025;117;6;316;0
No;55;no;no;0;1320;103;2244;2796;114;2377;1800;74;81;135;4;365;0
No;88;no;no;0;2746;105;4668;1611;121;1369;1944;123;875;92;4;248;2
No;63;no;no;0;1853;87;315;2253;87;1915;1943;93;874;117;3;316;0
No;127;no;yes;24;1548;69;2632;1772;105;1506;2076;102;934;90;4;243;1
No;57;no;yes;30;1792;105;3046;2832;83;2407;2281;77;1026;147;5;397;1
Yes;138;yes;no;0;2862;61;4865;1872;60;1591;1462;114;658;110;4;297;2
No;115;no;no;0;2680;115;4556;1536;106;1306;2323;65;1045;170;1;459;3
No;171;no;no;0;1375;110;2338;1981;109;1684;2927;131;1317;133;5;359;2
No;148;no;no;0;2430;115;4131;1918;91;163;1178;93;53;134;5;362;2
No;127;no;no;0;1349;79;2293;2215;114;1883;1138;118;512;150;2;405;1
No;61;no;no;0;2342;76;3981;2167;108;1842;1306;122;588;139;2;375;1
No;131;no;no;0;1751;73;2977;1719;116;1461;1311;94;59;73;6;197;1
No;88;no;no;0;1422;107;2417;2624;84;223;1392;99;626;101;5;273;1
No;130;no;no;0;1324;81;2251;2003;110;1703;2025;103;911;60;1;162;2
No;89;no;yes;24;978;98;1663;2072;67;1761;2145;126;965;59;2;159;0
Yes;82;no;no;0;2669;83;4537;2297;74;1952;2517;99;1133;110;6;297;3
No;138;no;yes;33;1552;139;2638;2683;79;2281;1864;71;839;97;4;262;3
No;115;no;no;0;2002;92;3403;2449;107;2082;1909;96;859;88;3;238;1
Yes;84;no;no;0;2891;100;4915;2338;97;1987;2235;148;1006;127;2;343;2
No;117;yes;no;0;1984;121;3373;2495;104;2121;1628;115;733;105;5;284;1
No;60;no;no;0;1803;67;3065;2080;68;1768;1812;101;815;128;6;346;2
No;62;no;no;0;863;84;1467;2387;99;2029;2384;79;1073;125;1;338;2
Yes;133;no;no;0;2950;141;5015;2236;101;1901;2294;109;1032;129;4;348;2
No;131;no;no;0;2409;108;4095;1674;91;1423;3222;109;145;147;8;397;3
No;65;no;no;0;2077;109;3531;2175;117;1849;1256;111;565;80;5;216;1
No;120;no;yes;27;1285;115;2185;1637;91;1391;2429;121;1093;0;0;0;1
No;142;no;yes;22;2244;114;3815;1460;106;1241;2414;98;1086;88;2;238;1
No;134;no;no;0;1649;115;2803;1265;96;1075;2385;125;1073;100;9;27;2
No;87;no;no;0;2380;97;4046;1645;97;1398;2825;132;1271;106;6;286;2
No;139;no;yes;43;2310;85;3927;2223;82;189;1480;105;666;83;5;224;2
Yes;76;no;no;0;1073;140;1824;2382;133;2025;2718;116;1223;100;3;27;4
No;100;no;no;0;1850;122;3145;1825;92;1551;2749;92;1237;51;8;138;1
No;99;no;yes;31;2441;71;415;2034;58;1729;2340;115;1053;77;4;208;3
No;99;no;no;0;2384;96;4053;2465;130;2095;1984;117;893;124;4;335;3
No;48;no;yes;27;1411;109;2399;2247;94;191;1743;122;784;132;2;356;1
No;57;no;no;0;1581;117;2688;1152;149;979;1824;92;821;118;7;319;0
No;106;no;yes;30;2201;105;3742;2222;109;1889;1584;96;713;131;8;354;0
Yes;170;no;yes;42;1995;119;3392;1350;90;1148;1846;49;831;109;3;294;4
No;78;no;no;0;1095;105;1862;2861;90;2432;2476;113;1114;49;9;132;1
No;39;no;no;0;1872;110;3182;1147;116;975;1047;83;471;132;5;356;1
No;127;no;no;0;1079;128;1834;1870;77;159;2185;95;983;0;0;0;0
Yes;119;yes;yes;22;1721;119;2926;2236;133;1901;1500;94;675;139;20;375;1
No;114;no;no;0;2038;85;3465;878;110;746;1662;122;748;117;4;316;1
No;95;no;no;0;1600;133;272;2153;98;183;1889;87;85;91;4;246;0
No;116;no;no;0;511;106;869;2086;137;1773;1980;92;891;123;3;332;1
No;110;no;no;0;2277;88;3871;1700;96;1445;1287;57;579;117;5;316;1
No;74;no;no;0;2038;77;3465;2051;111;1743;1549;109;697;90;2;243;1
No;148;no;yes;33;2417;84;4109;1658;84;1409;1606;80;723;113;3;305;1
No;83;no;no;0;781;70;1328;2393;115;2034;1444;112;65;123;4;332;1
No;73;no;no;0;1878;95;3193;1492;143;1268;2014;113;906;110;4;297;2
No;111;no;yes;21;1271;94;2161;2283;116;1941;1667;108;75;71;3;192;1
Yes;84;no;no;0;2800;113;476;2022;90;1719;1568;103;706;104;4;281;0
No;75;yes;no;0;1532;78;2604;2108;99;1792;1535;100;691;78;3;211;1
No;114;no;yes;26;1371;88;2331;1557;125;1323;2476;94;1114;115;7;311;2
Yes;71;yes;no;0;1861;114;3164;1986;140;1688;2065;80;929;138;5;373;4
No;58;no;yes;22;2241;127;381;2388;85;203;1742;86;784;115;7;311;2
No;106;no;yes;29;836;131;1421;2039;131;1733;2295;73;1033;81;3;219;1
No;172;no;no;0;2039;109;3466;2340;123;1989;1607;65;723;178;4;481;4
No;45;no;no;0;2113;87;3592;1657;97;1408;2659;72;1197;133;6;359;1
No;100;yes;no;0;2194;112;373;2257;102;1918;2553;95;1149;120;4;324;4
No;94;no;no;0;1904;91;3237;920;107;782;2248;108;1012;136;17;367;2
No;128;no;no;0;1477;94;2511;2833;83;2408;1883;124;847;69;5;186;2
No;181;no;no;0;2299;130;3908;1444;93;1227;2624;110;1181;142;4;383;2
No;127;no;no;0;1028;128;1748;1437;95;1221;1914;97;861;100;5;27;1
No;89;no;no;0;1787;81;3038;2337;74;1986;1319;120;594;91;4;246;1
No;149;no;yes;18;1485;106;2525;1145;106;973;1783;98;802;65;4;176;0
No;103;no;yes;29;1641;111;279;2191;96;1862;2203;108;991;123;9;332;0
No;163;yes;no;0;1972;90;3352;1885;113;1602;2111;94;95;78;8;211;1
No;52;no;no;0;1249;131;2123;3005;118;2554;1925;106;866;116;4;313;2
No;89;no;no;0;1154;99;1962;2099;115;1784;2809;112;1264;159;6;429;3
Yes;122;yes;no;0;1400;101;238;1964;77;1669;1201;133;54;97;4;262;4
No;60;no;no;0;1939;118;3296;850;110;723;2101;134;945;132;8;356;3
Yes;62;no;no;0;3211;105;5459;2655;122;2257;1805;72;812;115;2;311;4
Yes;117;no;no;0;1184;126;2013;2493;97;2119;2270;56;1022;136;3;367;5
No;159;no;no;0;1698;114;2887;1977;105;168;1937;82;872;116;4;313;1
No;78;no;no;0;1934;99;3288;1169;88;994;2433;109;1095;93;4;251;2
No;96;no;no;0;1066;128;1812;2848;87;2421;1789;92;805;149;7;402;1
No;79;no;no;0;1347;98;229;1897;68;1612;2214;128;996;118;5;319;2
No;192;no;yes;36;1562;77;2655;2155;126;1832;2791;83;1256;99;6;267;2
No;68;no;no;0;2311;57;3929;1534;55;1304;1913;123;861;96;4;259;3
No;28;no;no;0;1808;109;3074;2888;58;2455;1919;91;864;141;6;381;2
No;184;yes;no;0;2138;105;3635;1596;84;1357;1392;137;626;50;10;135;2
No;74;no;yes;25;2344;113;3985;2659;82;226;2414;77;1086;137;4;37;0
No;101;no;no;0;709;123;1205;2119;73;1801;2360;73;1062;106;3;286;3
No;137;no;no;0;2236;86;3801;2448;139;2081;942;81;424;95;7;257;0
No;103;no;yes;29;2947;95;501;2373;105;2017;3003;127;1351;137;6;37;1
No;99;no;no;0;2168;123;3686;1264;88;1074;2206;82;993;157;2;424;1
No;108;no;no;0;1974;78;3356;1240;101;1054;2045;107;92;77;4;208;2
No;117;no;no;0;2265;85;3851;1416;68;1204;2230;90;1004;69;5;186;1
No;63;no;yes;32;2189;124;3721;2143;125;1822;2603;120;1171;129;3;348;1
No;94;no;no;0;1575;97;2678;2245;112;1908;3108;106;1399;111;6;30;0
No;138;no;no;0;891;117;1515;1268;46;1078;1905;71;857;99;4;267;2
No;128;no;yes;43;1778;100;3023;1473;89;1252;1942;92;874;119;1;321;0
No;113;no;yes;39;2098;77;3567;1641;90;1395;1597;100;719;90;4;243;1
No;140;no;no;0;932;109;1584;1976;116;168;2198;94;989;105;2;284;1
No;102;no;no;0;2281;86;3878;1560;97;1326;2279;124;1026;106;9;286;1
No;108;no;no;0;1126;86;1914;1149;101;977;1778;119;80;72;6;194;3
No;60;no;no;0;2073;77;3524;2079;105;1767;1082;89;487;129;5;348;1
No;96;no;no;0;2081;93;3538;1892;107;1608;2796;90;1258;74;2;20;1
No;178;no;yes;22;1128;66;1918;2326;100;1977;1948;119;877;143;3;386;1
No;75;no;no;0;2253;124;383;2280;81;1938;2543;106;1144;117;3;316;1
No;106;no;yes;25;1694;105;288;2405;108;2044;1594;114;717;139;5;375;4
No;158;no;no;0;1933;121;3286;2081;97;1769;2281;99;1026;71;9;192;1
No;111;no;yes;35;1612;142;274;1591;104;1352;1679;98;756;147;5;397;1
No;102;no;no;0;956;88;1625;1676;106;1425;1773;95;798;98;2;265;3
No;92;no;yes;25;798;99;1357;3136;120;2666;1355;104;61;93;8;251;2
No;42;no;yes;31;1708;101;2904;2334;104;1984;1742;121;784;110;3;297;2
No;69;no;no;0;2292;111;3896;1653;104;1405;2351;80;1058;52;5;14;1
No;117;no;yes;38;2593;94;4408;2456;71;2088;2693;125;1212;92;1;248;3
No;76;no;yes;41;2126;110;3614;1727;97;1468;1863;78;838;101;5;273;0
No;72;yes;no;0;1010;110;1717;2400;70;204;3335;105;1501;111;6;30;0
No;115;yes;yes;6;1401;125;2382;1579;100;1342;2494;96;1122;101;3;273;1
No;68;no;no;0;1504;106;2557;1990;131;1692;1097;103;494;123;3;332;3
No;60;yes;yes;37;1899;125;3228;1104;107;938;2107;115;948;91;5;246;3
No;97;no;no;0;1008;74;1714;2338;88;1987;2087;79;939;126;3;34;2
No;92;no;no;0;1381;131;2348;1757;128;1493;1927;119;867;100;3;27;3
No;178;no;no;0;1797;112;3055;2766;91;2351;1697;101;764;101;7;273;3
No;90;no;yes;30;1913;104;3252;2571;109;2185;1777;89;80;110;1;297;1
No;72;no;no;0;1683;76;2861;2124;126;1805;2002;132;901;120;3;324;2
Yes;73;no;no;0;1376;113;2339;1797;75;1527;1728;71;778;107;2;289;1
No;54;no;no;0;2554;122;4342;223;87;19;1526;72;687;111;6;30;0
No;161;no;no;0;1662;125;2825;2794;78;2375;1810;85;815;134;6;362;1
Yes;125;yes;no;0;1587;112;2698;1557;126;1323;2460;110;1107;83;1;224;2
Yes;194;no;no;0;2583;76;4391;3060;88;2601;2418;106;1088;136;4;367;1
No;69;no;yes;40;770;106;1309;1617;94;1374;1886;82;849;125;6;338;1
No;141;no;yes;33;1684;127;2863;1851;106;1573;2200;78;99;110;4;297;2
Yes;98;no;no;0;3072;65;5222;1386;97;1178;3816;99;1717;102;4;275;2
No;110;no;no;0;1756;91;2985;2365;127;201;1949;114;877;95;8;257;0
No;70;no;no;0;1691;48;2875;2198;62;1868;1935;105;871;107;8;289;3
No;72;no;no;0;1907;111;3242;2416;103;2054;2781;95;1251;44;3;119;1
No;66;no;no;0;2396;120;4073;2303;110;1958;1530;82;689;86;3;232;1
No;79;no;no;0;1213;112;2062;2828;107;2404;1231;83;554;74;4;20;1
Yes;61;no;no;0;2084;102;3543;3261;96;2772;2019;73;909;101;8;273;1
No;97;yes;no;0;2306;131;392;2613;136;2221;1571;96;707;68;4;184;0
No;63;no;no;0;1125;95;1913;2112;67;1795;2275;96;1024;111;8;30;0
No;77;no;yes;36;1722;88;2927;1616;112;1374;2597;115;1169;118;4;319;2
No;73;no;no;0;1953;97;332;968;89;823;2431;84;1094;162;13;437;1
No;105;no;no;0;1677;93;2851;2341;103;199;1697;121;764;69;5;186;3
No;159;no;no;0;1801;103;3062;1934;148;1644;2512;109;113;134;5;362;0
No;83;no;no;0;1296;81;2203;1897;117;1612;2190;118;986;98;4;265;2
No;93;no;no;0;2155;108;3664;2309;70;1963;1441;134;648;132;4;356;0
No;106;no;yes;22;2186;83;3716;2444;70;2077;1324;99;596;91;6;246;1
No;98;no;no;0;2119;65;3602;2246;95;1909;2330;81;1049;99;3;267;2
No;163;no;no;0;820;95;1394;1252;103;1064;1713;107;771;80;4;216;1
No;169;no;yes;22;1491;103;2535;2072;91;1761;2654;92;1194;114;7;308;2
